Feature,Gain,Importance
internationally,0.000198312953986363,0.000198312953986363
affordable,0.000197809604893854,0.000197809604893854
wary,0.000195504487831976,0.000195504487831976
couple,0.00019522157472043,0.00019522157472043
donot,0.000195163829923964,0.000195163829923964
half,0.000194707880366754,0.000194707880366754
lol,0.000193127037240148,0.000193127037240148
malfunction,0.000192742731171721,0.000192742731171721
block,0.000192732812141735,0.000192732812141735
im,0.000191660151397213,0.000191660151397213
sad,0.000191636925417993,0.000191636925417993
resolution,0.000190535248753211,0.000190535248753211
owner,0.000189947052780166,0.000189947052780166
comment,0.000189929003509717,0.000189929003509717
youtube,0.000188756755895472,0.000188756755895472
real,0.00018716599967139,0.00018716599967139
blink,0.000187152699665488,0.000187152699665488
connection,0.000186565299364909,0.000186565299364909
limit,0.000186431059571004,0.000186431059571004
idea,0.000185949789467762,0.000185949789467762
risk,0.000185365588603312,0.000185365588603312
video,0.000184193417469678,0.000184193417469678
kid,0.000184082002349858,0.000184082002349858
flip,0.000183760167018905,0.000183760167018905
swap,0.000182948216525074,0.000182948216525074
aweful,0.000180737647340426,0.000180737647340426
excite,0.000179693656020018,0.000179693656020018
mom,0.000178383310389925,0.000178383310389925
droid,0.000178172509401822,0.000178172509401822
salesperson,0.000178100347627562,0.000178100347627562
touchscreen,0.000177703369890054,0.000177703369890054
outstanding,0.000177153637624967,0.000177153637624967
color,0.000176870355567806,0.000176870355567806
spanish,0.000176018988073634,0.000176018988073634
contract,0.000175813410194872,0.000175813410194872
integrity,0.000175495051583072,0.000175495051583072
concern,0.00017502865007983,0.00017502865007983
response,0.000174647623556224,0.000174647623556224
pack,0.00017404860423355,0.00017404860423355
familiar,0.000173643762688481,0.000173643762688481
key,0.000173548622495644,0.000173548622495644
dint,0.000173233736352069,0.000173233736352069
oversubscribed,0.000172899694415468,0.000172899694415468
difficult,0.000172753306688233,0.000172753306688233
removable,0.000172089629406632,0.000172089629406632
fabulously,0.000171668478713826,0.000171668478713826
teenager,0.000171454500854766,0.000171454500854766
temporary,0.000171042666529998,0.000171042666529998
protective,0.000169260595226905,0.000169260595226905
responsive,0.000168943415966566,0.000168943415966566
convenience,0.00016878808886611,0.00016878808886611
blkberry,0.00016874873693744,0.00016874873693744
adapter,0.000167724204992848,0.000167724204992848
due,0.000167608143406373,0.000167608143406373
mp,0.000166801986158558,0.000166801986158558
bring,0.000166789913768705,0.000166789913768705
exceed,0.000166538912668384,0.000166538912668384
envelope,0.000166379712175343,0.000166379712175343
trash,0.000165294733340491,0.000165294733340491
car,0.000165100366774606,0.000165100366774606
excelente,0.000164638821912515,0.000164638821912515
initially,0.000164441252128228,0.000164441252128228
gonna,0.000163536529022124,0.000163536529022124
metro,0.000163363746862141,0.000163363746862141
understand,0.0001626237979506,0.0001626237979506
stable,0.000162403365546037,0.000162403365546037
firstone,0.00016219825313749,0.00016219825313749
expensive,0.000161348226591999,0.000161348226591999
light,0.000161035195559228,0.000161035195559228
fungus,0.00016092857014112,0.00016092857014112
9100,0.000160373281504064,0.000160373281504064
forward,0.000159350083561471,0.000159350083561471
account,0.000159240174568854,0.000159240174568854
chinese,0.000158856155990143,0.000158856155990143
capable,0.000158451984493388,0.000158451984493388
slim,0.000158438671609094,0.000158438671609094
192bulks,0.000158112462748917,0.000158112462748917
expert,0.000158013851014465,0.000158013851014465
plug,0.00015799198047495,0.00015799198047495
shadrack,0.000157560789031491,0.000157560789031491
comfortable,0.000157134504231152,0.000157134504231152
lumen,0.000156575126648139,0.000156575126648139
mistake,0.000155902587345468,0.000155902587345468
info,0.000155733266157742,0.000155733266157742
worm,0.000155595698558751,0.000155595698558751
pc,0.00015542569383537,0.00015542569383537
source,0.000155281008737469,0.000155281008737469
lovely,0.000154941265598906,0.000154941265598906
power,0.000154659466466728,0.000154659466466728
supplier,0.000154343558498631,0.000154343558498631
alcatel,0.000153923072450269,0.000153923072450269
wow,0.000153578214043715,0.000153578214043715
recommended,0.000153518775036364,0.000153518775036364
outstandingly,0.000152877096582498,0.000152877096582498
mont,0.000151885731346227,0.000151885731346227
paperweight,0.000151846238215535,0.000151846238215535
alwayslook,0.00015135921784716,0.00015135921784716
ecuador,0.000151279831791671,0.000151279831791671
movistar,0.000151089630406624,0.000151089630406624
incredible,0.000150759906040051,0.000150759906040051
lucky,0.000150610610709365,0.000150610610709365
64gb,0.000150368919112143,0.000150368919112143
vivid,0.000150158325168034,0.000150158325168034
announce,0.000149227706236455,0.000149227706236455
complete,0.000149118674668388,0.000149118674668388
foray,0.000149044928660265,0.000149044928660265
page,0.000149000250759361,0.000149000250759361
recommendable,0.000148300750095031,0.000148300750095031
fantastsic,0.000147944902682044,0.000147944902682044
bulky,0.000147784416129975,0.000147784416129975
accesories,0.000147677840078052,0.000147677840078052
europe,0.000147642214930261,0.000147642214930261
dislike,0.000147234943780755,0.000147234943780755
prison,0.00014682509856451,0.00014682509856451
spec,0.000146114343618197,0.000146114343618197
bluetooth,0.000145302802308911,0.000145302802308911
1k,0.000144877456640112,0.000144877456640112
scammer,0.000144734589846293,0.000144734589846293
throw,0.000144442381954094,0.000144442381954094
spectations,0.000144238351860506,0.000144238351860506
studio,0.000143898235231448,0.000143898235231448
mp3,0.000143554374883689,0.000143554374883689
drawback,0.000143214475884245,0.000143214475884245
style,0.000142954747334236,0.000142954747334236
simcard,0.000142771458408617,0.000142771458408617
steady,0.000142660433499541,0.000142660433499541
hover,0.000141572839988186,0.000141572839988186
mark,0.000141016045928924,0.000141016045928924
top,0.000140973845571925,0.000140973845571925
capability,0.000138187701029889,0.000138187701029889
close,0.000138180538880474,0.000138180538880474
weight,0.00013760193147724,0.00013760193147724
superb,0.000136510596902299,0.000136510596902299
droid2,0.000136505906873514,0.000136505906873514
returing,0.000136185744337987,0.000136185744337987
stay,0.000135928333963657,0.000135928333963657
acceptance,0.00013551781356124,0.00013551781356124
jump,0.000135180895368501,0.000135180895368501
sofar,0.000134181040113178,0.000134181040113178
10,0.000134091957996525,0.000134091957996525
rebind,0.000134025800185188,0.000134025800185188
negative,0.000133890300444787,0.000133890300444787
net,0.000133776327964852,0.000133776327964852
hot,0.000133623055565517,0.000133623055565517
aware,0.000133059617786354,0.000133059617786354
handle,0.000133001661654439,0.000133001661654439
simi,0.000132982825576219,0.000132982825576219
god,0.000132943704665219,0.000132943704665219
bottom,0.000132171842522606,0.000132171842522606
friendly,0.000131977639396923,0.000131977639396923
detail,0.000131974343815271,0.000131974343815271
mention,0.000131928177912683,0.000131928177912683
gem,0.0001316909387124,0.0001316909387124
france,0.000131553412627337,0.000131553412627337
agree,0.000131225444103994,0.000131225444103994
